first_name,last_name,amount,payment_date
Mike,Hillyer,1.99,"2005-08-19 08:02:24"
Mike,Hillyer,4.99,"2005-08-19 13:59:53"
Mike,Hillyer,3.99,"2005-08-19 22:41:44"
Mike,Hillyer,3.99,"2005-08-21 04:43:59"
Jon,Stephens,0.99,"2005-08-22 15:52:57"
Mike,Hillyer,4.99,"2005-08-01 11:37:34"
Mike,Hillyer,0.99,"2005-08-18 02:44:44"
Jon,Stephens,2.99,"2005-08-19 04:03:34"
Mike,Hillyer,6.99,"2005-08-19 09:40:05"
Mike,Hillyer,2.99,"2005-08-20 11:17:03"
Jon,Stephens,0.99,"2005-08-20 22:03:18"
Jon,Stephens,4.99,"2005-08-23 07:24:27"
Jon,Stephens,4.99,"2005-08-23 09:48:45"
Jon,Stephens,2.99,"2005-08-23 14:27:07"
Jon,Stephens,8.99,"2005-08-01 01:03:18"
Mike,Hillyer,2.99,"2005-08-01 01:43:18"
Mike,Hillyer,8.99,"2005-08-01 09:01:40"
Jon,Stephens,0.99,"2005-08-02 20:16:06"
Mike,Hillyer,7.99,"2005-08-18 00:36:09"
Mike,Hillyer,2.99,"2005-08-19 02:02:37"
Jon,Stephens,2.99,"2005-08-21 11:31:15"
Mike,Hillyer,0.99,"2005-08-22 05:08:58"
Mike,Hillyer,6.99,"2005-08-22 14:27:37"
Mike,Hillyer,4.99,"2005-08-01 01:40:04"
Jon,Stephens,4.99,"2005-08-19 21:07:22"
Mike,Hillyer,6.99,"2005-08-20 02:18:30"
Mike,Hillyer,4.99,"2005-08-21 16:22:59"
Mike,Hillyer,3.99,"2005-08-23 05:01:13"
Mike,Hillyer,5.99,"2005-08-02 16:07:49"
Jon,Stephens,6.99,"2005-08-02 20:33:35"
Jon,Stephens,2.99,"2005-08-17 09:41:23"
Mike,Hillyer,2.99,"2005-08-18 15:51:36"
Jon,Stephens,6.99,"2005-08-18 17:36:19"
Jon,Stephens,2.99,"2005-08-20 11:18:08"
Jon,Stephens,3.99,"2005-08-21 18:51:43"
Jon,Stephens,8.99,"2005-08-23 04:52:16"
Mike,Hillyer,2.99,"2005-08-23 20:45:53"
Jon,Stephens,0.99,"2005-08-01 02:09:33"
Jon,Stephens,3.99,"2005-08-02 01:12:06"
Jon,Stephens,6.99,"2005-08-17 23:52:26"
Mike,Hillyer,3.99,"2005-08-19 17:27:10"
Jon,Stephens,7.99,"2005-08-22 23:10:49"
Jon,Stephens,2.99,"2005-08-23 09:23:36"
Mike,Hillyer,7.99,"2005-08-17 04:54:14"
Jon,Stephens,3.99,"2005-08-18 15:52:12"
Mike,Hillyer,2.99,"2005-08-20 10:05:30"
Jon,Stephens,2.99,"2005-08-22 22:28:36"
Jon,Stephens,4.99,"2005-08-01 14:30:23"
Mike,Hillyer,4.99,"2005-08-02 03:28:21"
Jon,Stephens,4.99,"2005-08-02 04:41:06"
Jon,Stephens,2.99,"2005-08-02 13:27:11"
Jon,Stephens,3.99,"2005-08-18 02:08:48"
Jon,Stephens,2.99,"2005-08-19 16:48:37"
Jon,Stephens,5.99,"2005-08-20 02:50:44"
Mike,Hillyer,0.99,"2005-08-22 06:12:16"
Jon,Stephens,6.99,"2005-08-22 15:26:36"
Jon,Stephens,5.99,"2005-08-01 14:18:57"
Mike,Hillyer,2.99,"2005-08-02 05:29:31"
Mike,Hillyer,7.99,"2005-08-17 03:08:10"
Jon,Stephens,4.99,"2005-08-17 05:20:45"
Jon,Stephens,3.99,"2005-08-17 13:56:01"
Jon,Stephens,8.99,"2005-08-20 06:20:42"
Jon,Stephens,2.99,"2005-08-20 15:18:10"
Jon,Stephens,5.99,"2005-08-20 22:08:55"
Mike,Hillyer,0.99,"2005-08-21 09:14:28"
Jon,Stephens,4.99,"2005-08-22 19:45:57"
Mike,Hillyer,0.99,"2005-08-23 09:08:16"
Mike,Hillyer,8.99,"2005-08-23 09:46:33"
Mike,Hillyer,2.99,"2005-08-23 12:47:05"
Jon,Stephens,4.99,"2005-08-01 00:00:44"
Mike,Hillyer,0.99,"2005-08-01 06:30:04"
Jon,Stephens,1.99,"2005-08-01 13:48:02"
Jon,Stephens,7.99,"2005-08-17 05:11:07"
Mike,Hillyer,5.99,"2005-08-17 14:11:45"
Mike,Hillyer,5.99,"2005-08-18 08:57:58"
Jon,Stephens,3.99,"2005-08-19 01:04:35"
Jon,Stephens,2.99,"2005-08-19 22:22:01"
Mike,Hillyer,1.99,"2005-08-23 06:31:24"
Mike,Hillyer,2.99,"2005-08-23 13:18:16"
Mike,Hillyer,4.99,"2005-08-17 00:59:24"
Jon,Stephens,0.99,"2005-08-18 06:41:59"
Mike,Hillyer,6.99,"2005-08-18 19:51:29"
Jon,Stephens,6.99,"2005-08-20 00:45:40"
Jon,Stephens,5.99,"2005-08-21 02:43:20"
Mike,Hillyer,4.99,"2005-08-22 03:14:46"
Mike,Hillyer,0.99,"2005-08-23 02:04:57"
Mike,Hillyer,2.99,"2005-08-23 03:45:40"
Jon,Stephens,3.99,"2005-08-23 08:19:55"
Mike,Hillyer,0.99,"2005-08-23 22:42:48"
Jon,Stephens,4.99,"2005-08-01 10:03:17"
Jon,Stephens,2.99,"2005-08-01 16:08:46"
Jon,Stephens,0.99,"2005-08-02 02:11:03"
Mike,Hillyer,2.99,"2005-08-17 15:11:55"
Jon,Stephens,0.99,"2005-08-18 07:55:14"
Jon,Stephens,0.99,"2005-08-20 19:02:34"
Mike,Hillyer,6.99,"2005-08-22 15:30:25"
Jon,Stephens,0.99,"2005-08-23 00:57:12"
Jon,Stephens,1.99,"2005-08-01 02:38:42"
Mike,Hillyer,1.99,"2005-08-01 22:09:35"
Jon,Stephens,4.99,"2005-08-02 05:19:13"
Jon,Stephens,2.99,"2005-08-18 08:20:29"
Jon,Stephens,7.99,"2005-08-19 12:54:42"
Mike,Hillyer,0.99,"2005-08-19 21:19:47"
Mike,Hillyer,0.99,"2005-08-20 01:04:32"
Mike,Hillyer,6.99,"2005-08-20 11:56:30"
Jon,Stephens,11.99,"2005-08-21 23:34:00"
Mike,Hillyer,2.99,"2005-08-22 04:44:09"
Jon,Stephens,2.99,"2005-08-01 12:58:42"
Mike,Hillyer,4.99,"2005-08-01 13:00:20"
Jon,Stephens,3.99,"2005-08-02 21:47:07"
Mike,Hillyer,2.99,"2005-08-18 00:06:26"
Mike,Hillyer,2.99,"2005-08-18 07:02:24"
Mike,Hillyer,6.99,"2005-08-18 15:37:42"
Mike,Hillyer,4.99,"2005-08-18 17:24:02"
Mike,Hillyer,0.99,"2005-08-22 00:23:13"
Jon,Stephens,2.99,"2005-08-22 02:26:47"
Mike,Hillyer,2.99,"2005-08-23 00:26:52"
Jon,Stephens,2.99,"2005-08-18 14:09:09"
Jon,Stephens,6.99,"2005-08-19 14:33:45"
Jon,Stephens,5.99,"2005-08-21 10:23:10"
Jon,Stephens,7.99,"2005-08-21 17:35:17"
Mike,Hillyer,2.99,"2005-08-22 05:15:17"
Mike,Hillyer,0.99,"2005-08-23 11:33:25"
Mike,Hillyer,3.99,"2005-08-01 06:09:37"
Jon,Stephens,2.99,"2005-08-01 12:49:44"
Mike,Hillyer,4.99,"2005-08-01 17:30:35"
Jon,Stephens,2.99,"2005-08-02 18:16:47"
Mike,Hillyer,5.99,"2005-08-17 00:04:28"
Jon,Stephens,2.99,"2005-08-18 15:38:31"
Jon,Stephens,3.99,"2005-08-18 16:56:20"
Jon,Stephens,6.99,"2005-08-19 01:57:21"
Mike,Hillyer,4.99,"2005-08-20 05:26:15"
Jon,Stephens,3.99,"2005-08-21 08:54:53"
Jon,Stephens,2.99,"2005-08-21 10:01:03"
Jon,Stephens,6.99,"2005-08-21 19:11:58"
Jon,Stephens,0.99,"2005-08-21 19:42:36"
Mike,Hillyer,4.99,"2005-08-22 12:21:43"
Jon,Stephens,3.99,"2005-08-22 13:06:26"
Jon,Stephens,6.99,"2005-08-22 15:23:59"
Mike,Hillyer,2.99,"2005-08-23 15:38:12"
Jon,Stephens,3.99,"2005-08-23 21:52:56"
Jon,Stephens,4.99,"2005-08-01 18:18:13"
Mike,Hillyer,3.99,"2005-08-02 03:08:29"
Jon,Stephens,0.99,"2005-08-02 09:15:45"
Jon,Stephens,2.99,"2005-08-19 13:36:41"
Jon,Stephens,7.99,"2005-08-19 21:31:31"
Mike,Hillyer,2.99,"2005-08-20 20:07:15"
Mike,Hillyer,4.99,"2005-08-21 02:24:33"
Mike,Hillyer,4.99,"2005-08-21 05:34:09"
Jon,Stephens,9.99,"2005-08-21 12:48:48"
Jon,Stephens,6.99,"2005-08-22 06:49:15"
Jon,Stephens,5.99,"2005-08-01 09:17:34"
Jon,Stephens,8.99,"2005-08-17 07:46:54"
Jon,Stephens,1.99,"2005-08-18 03:37:31"
Jon,Stephens,3.99,"2005-08-18 10:24:21"
Jon,Stephens,1.99,"2005-08-18 22:04:52"
Mike,Hillyer,5.99,"2005-08-19 03:28:13"
Jon,Stephens,0.99,"2005-08-19 03:46:34"
Mike,Hillyer,7.99,"2005-08-21 01:59:37"
Mike,Hillyer,4.99,"2005-08-21 03:11:33"
Jon,Stephens,9.99,"2005-08-21 11:02:09"
Mike,Hillyer,2.99,"2005-08-21 12:52:54"
Jon,Stephens,7.99,"2005-08-22 12:24:55"
Mike,Hillyer,0.99,"2005-08-22 21:58:06"
Mike,Hillyer,2.99,"2005-08-23 22:20:26"
Mike,Hillyer,1.99,"2005-08-01 15:32:41"
Jon,Stephens,3.99,"2005-08-02 06:05:27"
Jon,Stephens,2.99,"2005-08-02 11:45:07"
Jon,Stephens,4.99,"2005-08-18 12:22:40"
Jon,Stephens,4.99,"2005-08-18 21:03:32"
Mike,Hillyer,2.99,"2005-08-19 13:48:54"
Mike,Hillyer,4.99,"2005-08-20 13:01:43"
Jon,Stephens,5.99,"2005-08-21 19:51:09"
Jon,Stephens,8.99,"2005-08-01 03:53:49"
Mike,Hillyer,2.99,"2005-08-18 07:46:35"
Mike,Hillyer,3.99,"2005-08-18 09:27:34"
Mike,Hillyer,2.99,"2005-08-20 08:26:06"
Jon,Stephens,7.99,"2005-08-22 14:25:21"
Jon,Stephens,4.99,"2005-08-23 03:43:32"
Mike,Hillyer,1.99,"2005-08-23 07:13:43"
Jon,Stephens,2.99,"2005-08-23 13:51:57"
Jon,Stephens,5.99,"2005-08-02 22:47:00"
Mike,Hillyer,4.99,"2005-08-19 01:47:45"
Jon,Stephens,0.99,"2005-08-21 22:27:11"
Jon,Stephens,4.99,"2005-08-22 18:37:24"
Jon,Stephens,0.99,"2005-08-23 21:45:02"
Mike,Hillyer,2.99,"2005-08-01 13:54:35"
Mike,Hillyer,2.99,"2005-08-01 18:24:51"
Jon,Stephens,7.99,"2005-08-02 14:30:03"
Mike,Hillyer,4.99,"2005-08-17 11:49:28"
Mike,Hillyer,4.99,"2005-08-17 12:55:31"
Mike,Hillyer,0.99,"2005-08-17 18:47:07"
Mike,Hillyer,4.99,"2005-08-17 21:54:55"
Jon,Stephens,2.99,"2005-08-18 04:16:15"
Jon,Stephens,6.99,"2005-08-19 23:48:23"
Jon,Stephens,2.99,"2005-08-21 12:38:09"
Mike,Hillyer,2.99,"2005-08-22 10:14:39"
Mike,Hillyer,9.99,"2005-08-02 11:42:40"
Jon,Stephens,4.99,"2005-08-17 03:50:33"
Mike,Hillyer,3.99,"2005-08-17 10:31:58"
Mike,Hillyer,0.99,"2005-08-17 11:30:11"
Jon,Stephens,2.99,"2005-08-19 07:21:24"
Jon,Stephens,7.99,"2005-08-19 07:56:51"
Jon,Stephens,0.99,"2005-08-19 13:56:58"
Jon,Stephens,2.99,"2005-08-21 13:32:38"
Jon,Stephens,2.99,"2005-08-21 16:52:29"
Jon,Stephens,4.99,"2005-08-23 12:10:54"
Mike,Hillyer,7.99,"2005-08-23 21:02:43"
Mike,Hillyer,2.99,"2005-08-01 00:35:25"
Mike,Hillyer,10.99,"2005-08-01 21:35:01"
Mike,Hillyer,7.99,"2005-08-02 04:09:42"
Mike,Hillyer,0.99,"2005-08-02 13:13:21"
Jon,Stephens,4.99,"2005-08-17 21:11:57"
Jon,Stephens,2.99,"2005-08-19 01:05:08"
Jon,Stephens,4.99,"2005-08-19 09:07:13"
Mike,Hillyer,2.99,"2005-08-19 10:40:10"
Jon,Stephens,2.99,"2005-08-20 21:23:54"
Mike,Hillyer,2.99,"2005-08-21 03:32:17"
Mike,Hillyer,5.99,"2005-08-23 01:15:07"
Jon,Stephens,5.99,"2005-08-23 11:40:30"
Mike,Hillyer,2.99,"2005-08-01 06:58:17"
Jon,Stephens,2.99,"2005-08-18 21:55:38"
Jon,Stephens,2.99,"2005-08-19 01:58:54"
Jon,Stephens,0.99,"2005-08-19 04:23:13"
Jon,Stephens,0.99,"2005-08-19 08:25:16"
Jon,Stephens,5.99,"2005-08-19 14:00:56"
Mike,Hillyer,0.99,"2005-08-20 02:14:16"
Jon,Stephens,2.99,"2005-08-20 18:24:26"
Jon,Stephens,0.99,"2005-08-21 02:43:15"
Mike,Hillyer,8.99,"2005-08-22 05:16:16"
Mike,Hillyer,3.99,"2005-08-22 17:02:23"
Mike,Hillyer,8.99,"2005-08-23 15:25:27"
Jon,Stephens,2.99,"2005-08-01 07:08:22"
Mike,Hillyer,0.99,"2005-08-01 09:48:29"
Mike,Hillyer,2.99,"2005-08-01 10:19:45"
Jon,Stephens,2.99,"2005-08-01 12:46:52"
Jon,Stephens,4.99,"2005-08-01 22:48:57"
Jon,Stephens,3.99,"2005-08-18 17:10:05"
Jon,Stephens,4.99,"2005-08-18 21:47:48"
Jon,Stephens,10.99,"2005-08-20 07:54:54"
Mike,Hillyer,4.99,"2005-08-20 16:42:53"
Mike,Hillyer,4.99,"2005-08-20 16:47:34"
Mike,Hillyer,0.99,"2005-08-20 18:16:34"
Mike,Hillyer,0.99,"2005-08-21 09:07:50"
Jon,Stephens,1.99,"2005-08-22 06:46:59"
Jon,Stephens,2.99,"2005-08-01 13:17:28"
Jon,Stephens,5.99,"2005-08-01 15:52:01"
Mike,Hillyer,2.99,"2005-08-17 11:59:18"
Mike,Hillyer,2.99,"2005-08-17 22:31:04"
Mike,Hillyer,6.99,"2005-08-18 23:39:22"
Jon,Stephens,0.99,"2005-08-21 00:59:01"
Jon,Stephens,5.99,"2005-08-23 05:29:32"
Mike,Hillyer,4.99,"2005-08-23 13:29:08"
Mike,Hillyer,4.99,"2005-08-01 09:20:09"
Mike,Hillyer,1.99,"2005-08-02 00:12:46"
Jon,Stephens,0.99,"2005-08-17 17:53:42"
Mike,Hillyer,2.99,"2005-08-17 17:55:58"
Mike,Hillyer,0.99,"2005-08-18 02:37:07"
Jon,Stephens,0.99,"2005-08-18 04:16:18"
Mike,Hillyer,9.99,"2005-08-18 08:04:35"
Jon,Stephens,6.99,"2005-08-19 09:31:23"
Jon,Stephens,7.99,"2005-08-19 20:28:21"
Jon,Stephens,2.99,"2005-08-19 20:53:43"
Mike,Hillyer,0.99,"2005-08-19 22:26:26"
Jon,Stephens,2.99,"2005-08-23 08:48:43"
Mike,Hillyer,2.99,"2005-08-23 22:20:40"
Jon,Stephens,4.99,"2005-08-01 02:18:46"
Mike,Hillyer,6.99,"2005-08-01 07:18:24"
Jon,Stephens,3.99,"2005-08-01 15:07:04"
Mike,Hillyer,6.99,"2005-08-01 15:44:20"
Jon,Stephens,0.99,"2005-08-02 09:27:45"
Jon,Stephens,0.99,"2005-08-17 12:00:54"
Jon,Stephens,0.99,"2005-08-17 23:47:16"
Mike,Hillyer,4.99,"2005-08-23 16:30:55"
Mike,Hillyer,0.99,"2005-08-01 16:56:17"
Mike,Hillyer,4.99,"2005-08-18 10:01:48"
Mike,Hillyer,4.99,"2005-08-19 01:47:30"
Jon,Stephens,2.99,"2005-08-19 19:48:07"
Mike,Hillyer,1.99,"2005-08-20 00:32:17"
Jon,Stephens,2.99,"2005-08-20 16:30:49"
Jon,Stephens,0.99,"2005-08-22 11:11:51"
Mike,Hillyer,6.99,"2005-08-23 21:07:59"
Mike,Hillyer,6.99,"2005-08-02 00:18:59"
Mike,Hillyer,3.99,"2005-08-02 14:34:33"
Mike,Hillyer,4.99,"2005-08-02 14:39:46"
Jon,Stephens,4.99,"2005-08-02 22:24:31"
Mike,Hillyer,7.99,"2005-08-18 22:37:41"
Jon,Stephens,2.99,"2005-08-19 07:11:44"
Jon,Stephens,2.99,"2005-08-19 07:47:16"
Jon,Stephens,2.99,"2005-08-21 06:20:14"
Jon,Stephens,2.99,"2005-08-23 19:42:46"
Jon,Stephens,0.99,"2005-08-01 09:52:37"
Mike,Hillyer,2.99,"2005-08-01 14:53:52"
Mike,Hillyer,3.99,"2005-08-01 18:24:41"
Jon,Stephens,5.99,"2005-08-02 11:35:53"
Mike,Hillyer,7.99,"2005-08-17 07:21:22"
Mike,Hillyer,2.99,"2005-08-18 03:53:34"
Mike,Hillyer,0.99,"2005-08-19 08:46:45"
Mike,Hillyer,0.99,"2005-08-20 20:19:05"
Jon,Stephens,5.99,"2005-08-21 01:57:26"
Jon,Stephens,2.99,"2005-08-23 17:42:00"
Jon,Stephens,10.99,"2005-08-17 18:27:22"
Mike,Hillyer,5.99,"2005-08-18 04:58:06"
Jon,Stephens,0.99,"2005-08-18 14:10:09"
Jon,Stephens,4.99,"2005-08-20 19:30:35"
Jon,Stephens,0.99,"2005-08-21 09:53:03"
Mike,Hillyer,2.99,"2005-08-21 11:48:32"
Mike,Hillyer,4.99,"2005-08-23 00:34:28"
Jon,Stephens,4.99,"2005-08-01 14:16:28"
Jon,Stephens,5.99,"2005-08-01 23:41:24"
Jon,Stephens,4.99,"2005-08-02 06:38:19"
Mike,Hillyer,3.99,"2005-08-02 14:35:01"
Jon,Stephens,3.99,"2005-08-17 08:29:46"
Mike,Hillyer,2.99,"2005-08-17 22:00:22"
Mike,Hillyer,0.99,"2005-08-19 12:55:30"
Mike,Hillyer,5.99,"2005-08-20 01:03:31"
Mike,Hillyer,5.99,"2005-08-20 11:57:06"
Mike,Hillyer,7.99,"2005-08-21 23:17:26"
Jon,Stephens,7.99,"2005-08-22 11:17:06"
Mike,Hillyer,0.99,"2005-08-22 13:17:43"
Jon,Stephens,2.99,"2005-08-23 04:00:30"
Jon,Stephens,4.99,"2005-08-23 16:57:43"
Mike,Hillyer,9.99,"2005-08-23 21:56:04"
Jon,Stephens,4.99,"2005-08-01 00:27:53"
Mike,Hillyer,3.99,"2005-08-01 03:08:56"
Mike,Hillyer,5.99,"2005-08-01 08:41:54"
Mike,Hillyer,4.99,"2005-08-02 05:13:00"
Mike,Hillyer,0.99,"2005-08-02 07:48:31"
Mike,Hillyer,0.99,"2005-08-02 21:37:36"
Jon,Stephens,2.99,"2005-08-18 14:40:38"
Jon,Stephens,2.99,"2005-08-19 03:05:41"
Mike,Hillyer,1.99,"2005-08-21 03:40:11"
Jon,Stephens,4.99,"2005-08-21 11:36:15"
Jon,Stephens,4.99,"2005-08-21 13:52:54"
Mike,Hillyer,4.99,"2005-08-22 07:41:08"
Mike,Hillyer,2.99,"2005-08-23 00:03:01"
Mike,Hillyer,0.99,"2005-08-23 02:39:56"
Mike,Hillyer,2.99,"2005-08-02 01:34:26"
Mike,Hillyer,6.99,"2005-08-19 02:23:23"
Jon,Stephens,3.99,"2005-08-19 22:16:16"
Jon,Stephens,5.99,"2005-08-21 22:25:53"
Mike,Hillyer,2.99,"2005-08-22 00:27:59"
Mike,Hillyer,2.99,"2005-08-22 08:57:10"
Jon,Stephens,2.99,"2005-08-22 09:04:53"
Mike,Hillyer,2.99,"2005-08-22 10:34:39"
Mike,Hillyer,9.99,"2005-08-22 16:59:05"
Mike,Hillyer,3.99,"2005-08-23 01:38:48"
Mike,Hillyer,0.99,"2005-08-23 12:12:05"
Mike,Hillyer,6.99,"2005-08-01 05:11:11"
Jon,Stephens,3.99,"2005-08-02 20:04:36"
Mike,Hillyer,4.99,"2005-08-17 22:20:01"
Mike,Hillyer,4.99,"2005-08-18 19:34:02"
Jon,Stephens,10.99,"2005-08-19 09:31:48"
Mike,Hillyer,2.99,"2005-08-22 18:24:34"
Mike,Hillyer,2.99,"2005-08-23 15:47:02"
Mike,Hillyer,3.99,"2005-08-01 03:37:01"
Mike,Hillyer,1.99,"2005-08-01 06:34:29"
Mike,Hillyer,4.99,"2005-08-01 22:03:10"
Mike,Hillyer,2.99,"2005-08-02 19:29:47"
Mike,Hillyer,5.99,"2005-08-02 19:32:51"
Mike,Hillyer,5.99,"2005-08-17 20:14:26"
Mike,Hillyer,2.99,"2005-08-17 22:28:40"
Jon,Stephens,3.99,"2005-08-17 22:56:24"
Jon,Stephens,2.99,"2005-08-18 07:33:08"
Mike,Hillyer,0.99,"2005-08-19 07:36:42"
Jon,Stephens,2.99,"2005-08-19 13:43:35"
Jon,Stephens,4.99,"2005-08-20 01:01:16"
Jon,Stephens,7.99,"2005-08-20 22:24:44"
Mike,Hillyer,2.99,"2005-08-21 01:00:46"
Mike,Hillyer,4.99,"2005-08-22 08:42:45"
Mike,Hillyer,0.99,"2005-08-22 19:54:52"
Mike,Hillyer,2.99,"2005-08-23 19:45:25"
Jon,Stephens,5.99,"2005-08-02 02:52:18"
Jon,Stephens,5.99,"2005-08-02 13:33:24"
Mike,Hillyer,0.99,"2005-08-19 06:29:13"
Mike,Hillyer,0.99,"2005-08-19 09:14:31"
Jon,Stephens,0.99,"2005-08-20 10:53:49"
Mike,Hillyer,0.99,"2005-08-20 18:16:21"
Jon,Stephens,4.99,"2005-08-21 01:11:17"
Jon,Stephens,0.99,"2005-08-22 01:11:37"
Jon,Stephens,2.99,"2005-08-22 20:44:06"
Mike,Hillyer,1.99,"2005-08-23 01:46:35"
Mike,Hillyer,6.99,"2005-08-02 14:29:43"
Jon,Stephens,6.99,"2005-08-17 05:02:25"
Mike,Hillyer,2.99,"2005-08-18 09:40:38"
Jon,Stephens,4.99,"2005-08-20 14:06:33"
Mike,Hillyer,5.99,"2005-08-22 18:03:11"
Mike,Hillyer,4.99,"2005-08-23 21:54:02"
Mike,Hillyer,0.99,"2005-08-01 04:12:08"
Mike,Hillyer,4.99,"2005-08-01 14:13:19"
Mike,Hillyer,5.99,"2005-08-01 19:50:32"
Mike,Hillyer,4.99,"2005-08-02 03:26:35"
Mike,Hillyer,2.99,"2005-08-02 12:55:23"
Jon,Stephens,6.99,"2005-08-02 22:03:47"
Mike,Hillyer,7.99,"2005-08-17 00:35:27"
Mike,Hillyer,4.99,"2005-08-17 13:51:20"
Jon,Stephens,2.99,"2005-08-17 22:20:12"
Jon,Stephens,2.99,"2005-08-18 21:59:00"
Mike,Hillyer,3.99,"2005-08-19 02:22:16"
Jon,Stephens,6.99,"2005-08-19 07:03:14"
Jon,Stephens,2.99,"2005-08-20 15:18:55"
Jon,Stephens,2.99,"2005-08-21 02:45:58"
Mike,Hillyer,1.99,"2005-08-22 08:47:44"
Mike,Hillyer,7.99,"2005-08-23 12:43:30"
Jon,Stephens,4.99,"2005-08-01 22:03:31"
Jon,Stephens,5.99,"2005-08-17 15:39:26"
Jon,Stephens,2.99,"2005-08-17 17:18:36"
Mike,Hillyer,2.99,"2005-08-18 18:06:53"
Jon,Stephens,2.99,"2005-08-19 00:05:49"
Jon,Stephens,7.99,"2005-08-19 07:54:59"
Mike,Hillyer,3.99,"2005-08-19 13:30:55"
Jon,Stephens,0.99,"2005-08-19 17:49:13"
Jon,Stephens,5.99,"2005-08-20 21:48:38"
Jon,Stephens,6.99,"2005-08-21 10:15:20"
Jon,Stephens,7.99,"2005-08-02 10:28:00"
Mike,Hillyer,2.99,"2005-08-02 12:32:12"
Jon,Stephens,0.99,"2005-08-02 18:06:01"
Jon,Stephens,5.99,"2005-08-02 18:41:11"
Mike,Hillyer,4.99,"2005-08-17 01:38:18"
Mike,Hillyer,4.99,"2005-08-17 13:48:30"
Mike,Hillyer,7.99,"2005-08-17 23:31:25"
Mike,Hillyer,2.99,"2005-08-18 08:39:33"
Mike,Hillyer,4.99,"2005-08-19 03:41:09"
Mike,Hillyer,4.99,"2005-08-20 06:07:01"
Jon,Stephens,4.99,"2005-08-20 13:50:17"
Jon,Stephens,2.99,"2005-08-21 02:10:32"
Mike,Hillyer,6.99,"2005-08-23 15:36:05"
Mike,Hillyer,7.99,"2005-08-01 18:41:28"
Jon,Stephens,8.99,"2005-08-01 20:08:49"
Mike,Hillyer,4.99,"2005-08-18 04:55:49"
Mike,Hillyer,4.99,"2005-08-18 22:57:45"
Jon,Stephens,4.99,"2005-08-20 03:41:57"
Jon,Stephens,3.99,"2005-08-20 08:27:01"
Jon,Stephens,4.99,"2005-08-20 21:02:12"
Mike,Hillyer,0.99,"2005-08-21 02:35:16"
Jon,Stephens,0.99,"2005-08-21 19:05:23"
Jon,Stephens,4.99,"2005-08-22 06:31:36"
Mike,Hillyer,2.99,"2005-08-22 10:09:19"
Jon,Stephens,4.99,"2005-08-22 20:37:57"
Jon,Stephens,4.99,"2005-08-23 03:01:56"
Mike,Hillyer,8.99,"2005-08-23 11:32:35"
Jon,Stephens,6.99,"2005-08-23 20:53:20"
Jon,Stephens,6.99,"2005-08-01 23:18:06"
Mike,Hillyer,10.99,"2005-08-02 17:42:49"
Mike,Hillyer,2.99,"2005-08-17 20:07:01"
Jon,Stephens,0.99,"2005-08-17 20:28:26"
Jon,Stephens,3.99,"2005-08-18 13:28:27"
Mike,Hillyer,6.99,"2005-08-19 05:48:12"
Mike,Hillyer,6.99,"2005-08-19 07:06:51"
Mike,Hillyer,0.99,"2005-08-20 22:18:00"
Mike,Hillyer,4.99,"2005-08-21 02:31:35"
Jon,Stephens,6.99,"2005-08-21 03:24:50"
Jon,Stephens,2.99,"2005-08-21 18:39:52"
Jon,Stephens,0.99,"2005-08-21 21:27:24"
Jon,Stephens,5.99,"2005-08-22 03:42:12"
Jon,Stephens,2.99,"2005-08-22 06:45:53"
Jon,Stephens,4.99,"2005-08-22 17:44:30"
Jon,Stephens,8.99,"2005-08-22 22:26:13"
Mike,Hillyer,3.99,"2005-08-23 04:13:53"
Jon,Stephens,3.99,"2005-08-23 05:57:04"
Jon,Stephens,7.99,"2005-08-01 19:31:24"
Jon,Stephens,0.99,"2005-08-02 04:02:16"
Mike,Hillyer,2.99,"2005-08-17 01:23:09"
Mike,Hillyer,4.99,"2005-08-17 18:49:44"
Mike,Hillyer,3.99,"2005-08-21 23:50:15"
Jon,Stephens,4.99,"2005-08-23 01:50:53"
Jon,Stephens,2.99,"2005-08-23 05:04:33"
Mike,Hillyer,2.99,"2005-08-01 17:51:21"
Jon,Stephens,2.99,"2005-08-02 08:54:17"
Jon,Stephens,6.99,"2005-08-17 10:59:24"
Jon,Stephens,6.99,"2005-08-18 04:15:43"
Jon,Stephens,2.99,"2005-08-18 06:59:15"
Jon,Stephens,2.99,"2005-08-18 17:37:11"
Mike,Hillyer,1.99,"2005-08-19 03:38:54"
Jon,Stephens,0.99,"2005-08-19 03:42:08"
Mike,Hillyer,6.99,"2005-08-19 11:31:41"
Jon,Stephens,8.99,"2005-08-19 16:54:12"
Mike,Hillyer,2.99,"2005-08-19 21:23:19"
Jon,Stephens,5.99,"2005-08-20 06:00:03"
Jon,Stephens,0.99,"2005-08-21 02:59:17"
Jon,Stephens,2.99,"2005-08-21 12:35:49"
Jon,Stephens,9.99,"2005-08-21 15:00:49"
Mike,Hillyer,0.99,"2005-08-21 19:47:55"
Mike,Hillyer,4.99,"2005-08-01 04:27:59"
Mike,Hillyer,2.99,"2005-08-01 16:50:57"
Jon,Stephens,2.99,"2005-08-17 07:34:55"
Jon,Stephens,0.99,"2005-08-19 16:12:07"
Mike,Hillyer,5.99,"2005-08-20 05:02:46"
Mike,Hillyer,4.99,"2005-08-22 02:31:51"
Jon,Stephens,3.99,"2005-08-22 05:13:05"
